Serial number,County,Subcounty,Education zone,,,School Name/Learning Institution,"Type of school1_ Public, Private, Informal",GPS Cordinate (Latitudes),GPS Cordinate (Longtitudes),,TSC Code,KNEC Code,MOE Code/ Nemis Code,Sponsor, Land area_ acres,"Level_ Pre primary, Primary, Secondary, Special needs, technical colleges,  Diploma Teacher colleges, Certificate Teacher colleges,  University","Type of school1_ Public, Private, Informal","Registered, Not registered",Type of school2_Boys; Girls; Mixed,Type of school3_Day; Boarding; Both,"Type of school4_Regular, Integrated, Special Needs School",Enrolment,,,TSC Teachers,,County government (e.g. for Pre primary),,BOM/PTA,,"Total Human resources (Teaching staff , Tsc, BOM/PTA, County)",,,Human resources: Curriculum support, Human resources: Non-Teaching staff,"Infrastructure ( No of classrooms, Labs, Boys toilets, Girls Toilets)",,,,,,,,KCPE (for primary),KCSE (Secondary),HT TEL. CONTACT
62,Makueni,Kilungu,Nunguni,Kaiti,Kilungu,Kisekini pr. School,Public,-1.813814,37.379161,,,,RC7B,,,Primary,Public,Registered,Mixed,Day,Intergrated School,157,163,320,4,5,0,0,0,0,9,0,9,"C.S.O, Health officer, M.O.E",1,11,0,0,0,8,0,8,0,,,0711605152
69,Makueni,Kilungu,Ilima,Kaiti,Ilima,Kyakatoni,Public,-1.880841,37.427588,,,,H5CH,,                       3.3HA,Primary,Public,Registered,Mixed,Day,Regular,119,138,257,5,3,0,0,1,0,8,1,9,C.S.O,1,8,0,0,0,8,0,8,0,,,0711747022
1,Makueni,Mbooni East,Kalawa,Mbooni,kalawa,Ngamu pri,Public,-1.655634,37.677333,,4564,18346217,45F2,D.E.B,4.0 Ha,Primary,Public,Registered,Mixed,Day,Intergrated school,66,55,121,3,5,0,0,0,1,8,1,9,CSO&MOE,1,8,0,0,0,3,0,5,0,,,722584020
2,Makueni,Mbooni East,Kalawa,Mbooni,kalawa,Ngungi pri,Public,-1.591059,37.698162,,4543,18346213,R355,Catholic,3.2Ha,Primary,Public,Registerd,Mixed,Day,Intergrated school,118,100,218,4,5,0,0,0,2,9,5,14,CSO,0,8,0,0,0,6,0,8,0,,,724647832
3,Makueni,Mbooni East,Kalawa,Mbooni,kalawa,Kaketi pri,Public,-1.648373,37.734283,,4528,183462015,W9R3,A.B.C,2.5Ha,Primary,Public,Registered,Mixed,Day,Regular,44,46,90,3,0,0,0,2,0,3,2,5,CSO,2,8,0,0,0,2,0,2,0,,,723706561
4,Makueni,Mbooni East,kalawa,Mbooni,kalawa,Kasooni pri,Public,-1.620951,37.696748,,4568,18346218,74KT,C.E.B,5.8 G-Ha,Primary,Public,Registered,Mixed,Day,Regular,128,119,247,4,4,0,0,0,0,8,0,8,CSO,1,8,0,0,0,5,0,4,0,,,716943639
5,Makueni,Mbooni East,Kalawa,Mbooni,kalawa,Mweleli pri,Public,-1.663979,37.744017,,4540,18346201,5BPT,Catholic,3.8 Ha,Primary,Public,Registered,Mixed,Day,Intergrated school,112,88,210,4,3,0,0,0,1,7,1,8,CSO,2,8,0,0,0,10,0,6,0,,,724994585
6,Makueni,Mbooni East,Kalawa,Mbooni, Kalawa kathulumbi,Mukuku pri,Public,-1.673883,37.767882,,14701-404-4556,18346207,A249,C.E.B,2.87Ha,Primary,Public,Registered,Mixed,Day,Regular,96,95,191,7,0,0,0,0,1,7,1,8,CSO,,8,0,0,0,4,0,4,0,,,726388218
7,Makueni,Mbooni East,Kalawa,Mbooni,kalawa,Mukuuni pri,Public,-1.628372,37.721374,,4550,18346214,GJXM,A.B.C,0.6Ha,Primary,Public,Registered,Mixed,Day,Regular,114,89,203,3,5,0,0,2,0,8,2,10,CSO,1,8,0,0,0,2,0,4,0,,,725977285
8,Makueni,Mbooni East,Kalawa,Mbooni,kalawa,Kinze pri,Public,-1.644498,37.772791,,14701-17-4534,18346209,952H,Catholic,2.70Ha,Primary,Public,Registered,Mixed,Day,Intergrated school,140,137,277,6,2,0,0,2,1,8,3,11,CSO,2,10,0,0,0,6,0,9,0,,,726701152
9,Makueni,Mbooni East,Kalawa,Mbooni,Kalawa,Kavumbu pri,Public,-1.580855,37.741809,,4425,18346212,6VDC,Catholic,2.84 Ha,Primary,Public,Registered,Mixed,Day,Regular,78,61,139,5,3,0,0,0,0,8,0,8,COS,2,8,0,0,0,2,0,6,0,,,727734275
10,Makueni,Mbooni East,Kalawa,Mbooni,kalawa,Mutanda pri,Public,-1.610581,37.727255,,4549,18346204,TLX5,Catholic,0.7Ha,Primary,Public,Registered,Mixed,Day,Regular,54,51,105,5,2,0,0,1,1,7,2,9,CSO,1,8,0,0,0,4,0,3,0,,,717754870
11,Makueni,Mbooni East,Kalawa ,Mbooni,kalawa katangini,Mbavani pri,Public,-1.654331,37.794782,,4538,18346211,9BSW,Catholic,6.2Ha,Primary,Public,Registered,Mixed,Day,Regular,190,190,380,10,1,0,0,0,1,10,1,11,CS0&MOE,2,11,0,0,0,9,0,2,0,,,727731280
12,Makueni,Mbooni East,Kalawa,Mbooni,Kalawa /Athi,Kyanguyu pri,Public,-1.682095,37.706131,,4567,18346219,5N2P,D.E.B,0.28Ha,Primary,Public,Registered,Mixed,Day,Regular,83,82,165,1,8,0,0,1,0,9,1,10,CSO,1,8,0,0,0,0,0,0,0,,,726127800
13,Makueni,Mbooni East,Kalawa,Mbooni,Kalawa,Nthilani pri,Public,0,0,,4329,18346240,YS4P,Catholic,0.7 Ha,Primary,Public,Registered,Mixed,Day,Regular,0,0,0,2,4,0,0,0,2,6,2,8,CSO,2,11,0,0,0,2,0,2,0,,,703969953
14,Makueni,Mbooni East,Kalawa,Mbooni,Kalawa,Ngunini pri,Public,0,0,,4542,18346208,4542,C.E.D,4.5Ha,Primary,Public,Registered,Mixed,Day,Regular,124,131,255,3,4,0,0,1,1,7,2,9,CSO,2,9,0,0,0,4,0,3,0,,,721424551
15,Makueni,Mbooni East,Kalawa,Mbooni,Kalawa,Kalawa CEB pri,Public,-1.648786,37.701521,,4531,18346203,D7YY,C.E.B,8.2 Acres,Primary,Public,Registered,Mixed,Day,Intergrated school,117,96,213,5,4,0,0,0,0,9,0,9,CSO &MOE,1,8,0,0,0,8,0,3,0,,,743777354
16,Makueni,Mbooni East,Kalawa,Mbooni,Kalawa,Itumbule pri,Public,-1.671892,37.726121,,4530,18346230,LUHR,A.I.C,2.5Ha,Primary,Public,Registered,Mixed,Day,Regular,95,93,188,3,5,0,0,0,1,8,1,9,CSO,1,8,0,0,0,3,0,4,0,,,710613178
17,Makueni,Mbooni East,Kalawa,Mbooni,Kalawa,Muambani pri,Public,-1.597377,37.752838,,4566,18346216,3dvk,C.B.E,1.16 Ha,Primary,Public,Registered,Mixed,Day,Regular,70,61,131,2,5,0,0,0,0,7,0,7,CSO &MOE,0,8,0,0,0,4,0,4,0,,,714835021
18,Makueni,Mbooni East,Kalawa,Mbooni,Kalawa/kathulumbi,Mbukoni pri,Public,-1.67094,37.688145,,4548,18346205,NNWT,D.E.B,3.8Ha,Primary,Public,Registered,Mixed,Day,Regular,107,100,207,3,2,0,0,1,1,7,2,9,CSO,1,8,0,,0,4,0,4,0,,,724586483
19,Makueni,Mbooni East,Kalawa,Mbooni,kalawa,Miangeni pri,Public,-1.615211,37.764867,,4539,18346202,CWQL,Catholic,5 Ha,Primary,Public,Registered,Mixed,Day,Regular,101,87,188,5,2,0,0,0,0,7,0,7,CSO,0,8,0,0,0,10,0,12,0,,,713658596
22,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Mukuku pri,Public,-1.582574,37.611613,,4109,18346141,BBMG,C.E.B,2.43,Primary,Public,Registered,Mixed,Day,Regular,83,67,150,4,4,0,0,0,1,8,1,9,CSO,0,8,0,0,0,2,0,3,0,,,719150654
23,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Malatani pri,Public,-1.625589,37.611468,,147044128,18346152,NYL2,A.I.C,3,Primary,Public,Registered,Mixed,Day,Intergrated school,132,112,244,3,6,0,0,1,1,9,2,11,CSO&MOE,2,8,0,0,0,4,0,4,0,,,710814826
24,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Wambiti pri,Public,-1.642014,37.634458,,147014044-117,18346144,FH7X,D.E.B,2.92 Ha,Primary,Public,Registered,Mixed,Day,Intergrated school,120,962,216,2,6,0,0,0,2,8,2,10,CSO,1,8,0,0,0,8,0,4,0,,,710177088
25,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Nduluku pri,Public,-1.604969,37.587227,,147014044-110,18346140,GC9Z,D.E.B,2Acres,Primary,Public,Registered,Mixed,Day,Regular,136,160,286,3,8,0,0,0,0,11,0,11,CSO,1,9,0,0,0,6,0,8,0,,,723361699
26,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Mavitini pri,Public,-1.683499,37.582656,,147014044-829,18346146,KDWZ,D.E.B,1.8Ha,Primary,Public,Registered,Mixed,Day,Regular,122,88,210,3,6,0,0,0,0,9,0,9,CSO,2,8,0,0,0,8,0,10,0,,,712788211
27,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Mba pri,Public,-1.666443,37.60521,,147014044-113,18346142,HEF9,C.E.B,2.4Ha,Primary,Public,Registered,mixed,Day,Regular,133,96,228,4,4,0,0,1,1,8,2,10,CSO,2,8,0,0,0,8,0,8,0,,,717639104
28,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Kikuswi pri,Public,-1.605826,37.637034,,147014044-133,18346133,C9WX,D.E.B,1.81,Primary,Public,Registered,Mixed,Day,Regular,55,51,106,4,4,0,0,0,1,7,1,8,CSO&MOE,1,8,0,0,0,4,0,3,0,,,729322255
29,Makueni,Mbooni east,Waia,Mbooni,Kako/Waia,Kyang`ondu pri,Public,-1.64401,37.636067,,147014044-102,18346147,X4J4,A.I.C,2.14 Ha,Primary,Public,Registered,Mixed,Day,Regular,112,134,246,2,7,0,0,0,0,9,0,9,CSO&MOE,1,8,0,0,0,6,0,6,0,,,722415814
30,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Nthaatwa pri,Public,-1.70799,37.609933,,147014044-131,18346154,GGDD,D.E.B,0.22 Ha,Primary,Public,Registered,Mixed,Day,Regular,81,91,172,5,2,0,0,0,0,7,0,7,CSO,1,8,0,0,0,3,0,3,0,,,711514239
31,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Mithumo pri,Public,-1.579383,37.601664,,147014044-132,18346155,CE3Y,A.I.C,1.40 Ha,Primary,Public,Registered,Mixed,Day,Regular,117,120,237,3,6,0,0,1,0,9,1,10,CSO,1,8,0,0,0,4,0,4,0,,,727165339
32,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Ngaakaa pri,Public,-1.659137,37.582889,,147014044-120,18346143,DZA3,D.E.B,2.5Ha,Primary,Public,Registered,Mixed,Day,Regular,96,104,260,3,5,0,0,0,1,8,1,9,CSO&MOE,1,8,0,0,0,6,0,8,0,,,726871170
33,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Mituvu pri,Public,-1.723043,37.620468,,147014044-825,18346162,T8LL,D.E.B,2.47 Ha,Primary,Public,Registered,Mixed,Day,Intergrated school,109,81,190,3,5,0,0,1,1,8,2,10,CSO,1,8,0,0,0,6,0,5,0,,,716129970
34,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Kako pri,Public,-1.700524,37.643071,,147014044-823,18346161,2YZ2,C.E.B,1.70 Ha,Primary,Public,Registered,Mixed,Day,Intergrated school,165,165,330,2,8,0,0,1,0,10,1,11,CSO,1,8,0,0,0,8,0,3,0,,,710952295
35,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Kikngaathuni pri,Public,-1.659137,37.582889,,147014044-124,18346149,5BY3,D.E.B,3Ha,Primary,Public,Registered,Mixed,Day,Regular,99,89,188,3,5,0,0,0,2,8,2,10,CSO,2,8,0,0,0,5,0,10,0,,,721705320
36,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Kitongu pri,Public,-1.845668,37.339466,,147014044-901,18346171,4ZHK,A.I.C,2Acres,Primary,Public,Registerd,Mixed,Day,Regular,43,37,80,3,4,0,0,0,0,7,0,7,CS0,1,8,0,0,0,1,0,2,0,,,708789974
37,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Mbimbini pri,Public,-1.733984,37.683438,,147014044-827,18346166,XDNX,A.I.C,0.5,Primary,Public,Registered,Mixed,Day,Regular,32,34,66,5,2,0,0,0,0,7,0,7,CSO,0,8,0,0,0,2,0,2,0,,,710653744
38,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Uviluni pri,Public,-1.750178,37.672438,,147014044-830,18346167,NS83,A.I.C,4.8Acres,Primary,Public,Registered,Mixed,Day,Regular,78,97,175,3,6,0,0,1,0,9,1,10,CSO&MOE,1,8,0,0,0,8,0,6,0,,,711682030
39,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Kathamba pri,Public,-1.687562,37.600362,,83-43-01-121,18346145,A259,C.E.B,4.0 Ha,Primary,Public,Registered,Mixed,Day&Boarding,Regular,98,85,183,2,6,0,0,1,o,8,1,9,CSO,2,8,0,0,0,8,0,6,0,,,706180882
40,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Miau pri,Public,-1.666576,37.631051,,14701404-4118,18346150,Y4CM,A.I.C,3.08Ha,Primary,Public,Registered,Mixed,Day,Regular,124,94,218,6,3,0,0,1,0,9,1,10,CSO,1,8,0,0,0,7,0,6,0,,,712072069
41,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,St.paul`s kyaome,Public,-1.728173,37.664739,,1470140440-826,18346164,22ED,D.E.B,1.2Acres,Primary,Public,Registered,Mixed,Day,Regular,143,136,279,3,4,0,0,0,2,7,2,9,CSO,1,8,0,0,0,3,0,6,0,,,728740887
43,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Sakai pi,Public,-1.673824,37.580457,,147014044-139,18346157,P8BN,C.E.B,0.7acres,Primary,Public,Registered,Mixed,Day,Regular,69,76,145,3,5,0,0,1,0,8,1,9,CSO&MOE,0,8,0,0,0,4,0,4,0,,,729237943
44,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Kyaluma pri,Public,-1.642937,37.653087,,147014044-824,18346165,3K42,A.I.C,2.428Ha,Primary,Public,Registered,Mixed,Day,Intergrated school,110,114,224,3,6,0,0,0,0,9,0,9,CSO&MOE,0,8,0,0,0,6,0,5,0,,,722641162
46,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Usalala pri,Public,-1.629735,37.575123,,147014044-114,18346148,3N5J,,2.7Ha,Primary,Public,Registerd,Mixed,Day,Intergrated school,84,72,156,3,6,0,0,1,0,9,1,10,CSO&MOE,1,8,0,0,0,6,0,6,0,,,728356896
47,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Watuka pri,Public,-1.743222,37.65285,,147014044-828,18346168,HUAX,,,Primary,Public,Registered,Mixed,Day,Regular,89,75,164,2,5,0,0,0,1,7,1,8,CSO&MOE,1,8,0,0,0,1,0,1,0,,,721221352
48,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Itulu pri,Public,-1.566709,37.500282,,147014044-127,18346153,YLUT,,,Primary,Public,Registered,Mixed,Day,Regular,57,56,113,3,7,0,0,0,1,10,1,11,CSO&MOE,1,8,0,0,0,3,0,5,0,,,719152282
49,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Kaseneni pri,Public,0,0,,147014044-878,18346173,D8KM,,2.05,Primary,Public,Registered,Mixed,Day,Regular,37,46,83,6,1,0,0,0,2,7,2,9,CSO&MOE,1,8,0,0,0,2,0,3,0,,,728226091
50,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Maviani pri,Public,-1.734697,37.634203,,147014044-819,18346163,E8HT,,4.5,Primary,Public,Registered,Mixed,Day,Regular,106,92,198,1,7,0,0,0,1,8,1,9,CSO,2,8,0,0,0,7,0,5,0,,,724893058
51,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Kandulyu pri,Public,-1.705936,37.632123,,147014044-107,18346169,W5HZ,,,Primary,Public,Registered,Mixed,Day,Regular,129,124,253,3,5,0,0,1,0,8,1,9,CSO,1,8,0,0,0,4,0,4,0,,,727734252
52,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Kiliungu pri,Public,-1.695211,37.647069,,147014044-143,18346158,STYG,D.E.B,2Acres,Primary,Public,Registered,Mixed,Day,Regular,68,53,121,4,5,0,0,0,1,9,1,10,CSO,1,8,0,0,0,3,0,3,0,,,727152114
53,Makueni,Mbooni East,Waia,Mbooni,Kako/Waia,Nthunthini pri,Public,-1.646313,37.612065,,147014044-125,18346151,ZGUT,,,Primary,Public,Registered,Mixed,Day,Regular,76,72,148,2,6,0,0,0,1,8,1,9,CSO,2,8,0,0,0,6,0,8,0,,,726486529
54,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,KAKUSWI,Public,-1.552304,37.522145,,82-43-01-081,18346104,G88U,AIC,1.4,Primary,Public,Registered,Mixed,Day,Regular,77,78,155,3,4,0,0,0,2,7,2,9,"TSC,CSO,SCDE",1,10,0,0,0,4,0,6,0,241.43,,0717522206
55,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,UTUNENI,Public,-1.594148,37.502573,,1470-14044-087,18346103,2LTQ,AIC,5 Ha,Primary,Public,Registered,Mixed,Day,Regular,111,93,204,3,8,0,0,1,0,11,1,12,"CSO,SCDE",1,8,0,0,0,6,0,5,0,248.31,,0705586423
57,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,NGAA,Public,-1.58809,37.530389,,1470-1404-4085,18346108,HH5S,AIC,2.9,Primary,Public,Registered,Mixed,Day,Regular,152,136,288,6,3,0,0,0,0,0,9,9,CSO,,14,0,0,0,6,0,8,0,226.69,,0729339735
58,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,KITHUIA,Public,-1.607478,37.508314,,1470-1404-4406,,E9VL,DEB,0.16 Ha,Primary,Public,Registered,Mixed,Day,Regular,55,52,107,2,2,0,0,0,0,4,0,4,CSO,0,5,0,0,0,1,0,1,0,NEW,,0729672556
60,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,KYOME,Public,-1.567217,37.48346,,1470-14044-098,18346118,Y6Z9,DEB,0.25 Ha,Primary,Public,Registered,Mixed,Day,Regular,80,81,161,1,7,0,0,0,1,8,1,9,"QA,CSO",2,8,0,0,0,3,0,4,0,257.95,,0714888471
61,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,MUTINI,Public,-1.525559,37.484308,,,18346160,6TJL,,8,Primary,Public,Not Registered,Mixed,Day,Regular,56,49,105,5,3,0,0,0,1,8,1,9,CSO,1,8,0,0,0,1,0,1,0,245.2,,0728467149
62,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,MUSUNGUU,Public,-1.55488,37.473554,,4097,18346112,LPHH,AIC,0.21,Primary,Public,Not Registered,Mixed,Day,Regular,130,127,257,2,7,0,0,0,0,9,0,9,CSO,2,8,0,0,0,3,0,3,0,279.79,,0722905150
63,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,MULUTI,Public,-1.563937,37.522722,,4092,18346113,YHDE,CEB,0.4 Ha,Primary,Public,Registered,Mixed,Day,Regular,111,82,193,0,8,0,0,1,0,8,1,9,"CSO,DQASO ",1,10,0,0,0,8,0,5,0,226.34,,0726281558
64,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,KATIKOMU,Public,-1.596923,37.486965,,1470-1404-4095,18346116,SSVH,DEB,0.9,Primary,Public,Registered,Mixed,Day,Regular,156,146,302,7,1,0,0,0,0,8,0,8,CSO,1,8,0,0,0,5,0,6,0,200.04,,0724854927
65,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,SONGENI,Public,-1.56688,37.491378,,1470-1404-4086,18346105,V78T,AIC,1.35,Primary,Public,Registered,Mixed,Day,Regular,71,61,132,3,6,0,0,0,0,9,0,9,"CSO,QA OFFICERS",,8,0,0,0,3,0,3,0,250.45,,0723938130
67,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,KASYELIA,Public,-1.533065,37.462388,,1470-1404-4089,18346109,,AIC,0.8 Ha,Primary,Public,Registered,Mixed,Day,Regular,80,70,150,3,5,0,0,0,0,8,0,8,CSO,2,8,0,0,0,2,0,3,0,228.21,,0726852386
68,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,KANYENYONI,Public,-1.582011,37.471616,,1470-14044-082,18346101,7KJQ,AIC,2.0 Ha,Primary,Public,Registered,Mixed,Day,Integrated school,132,138,270,3,5,0,0,2,0,8,2,10,"CSO,SCQA,SCDE",2,14,0,0,0,4,0,4,0,242.27,,0720729194
69,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,KIELEELENI,Public,-1.547081,37.460467,,1470-14044-094,18346110,UV4WZ,AIC,1.5,Primary,Public,Registered,Mixed,Day,Regular,185,184,369,2,9,0,0,1,0,11,1,12,"CSO,SCQA,TSC",2,10,4,0,0,4,0,4,0,259.99,,0726384054
70,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,KYALA,Public,-1.535106,37.479836,,1470-14044-093,18346111,XB5Z,AIC,0.17 Ha,Primary,Public,Registered,Mixed,Day,Regular,71,80,151,1,7,0,0,2,0,8,2,10,"CSO,Q.A, CBC",2,8,0,0,0,4,0,4,0,245.39,,0712064484
71,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,KATUMA,Public,-1.545777,37.484739,,1470-14044-099,18346119,FBNJ,AIC,0.12 Ha,Primary,Public,Registered,Mixed,Day,Regular,117,96,213,2,7,0,0,0,1,9,1,10,CSO,,8,0,0,0,3,0,4,0,306.55,,0727176677
72,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,KITETA,Public,-1.536908,37.491853,,1470-14044-083,18346106,D959,AIC,3,Primary,Public,Registered,Mixed,Day,Regular,117,104,221,1,7,0,0,1,0,8,1,9,"CSO,DQASO",1,8,0,0,0,8,0,8,0,246.55,,0727948739
73,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,SYUMBE,Public,-1.583516,37.475916,,1470-14044-100,18346120,542D,AIC,0.43Ha,Primary,Public,Registered,Mixed,Day,Regular,48,51,99,7,0,0,0,0,0,7,0,7,CSO,1,8,0,0,0,1,0,2,0,228.69,,0716229290
74,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,YANGUA,Public,-1.551636,37.544541,,1470-14044-088,18346102,38DJ,CATHOLIC,1.2 Ha,Primary,Public,Registered,Mixed,Day,Regular,175,125,300,3,8,0,0,0,0,11,0,11,CSO,1,12,0,0,0,4,0,6,0,233.99,,0729607909
75,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,ITULU,Public,-1.566709,37.500282,,1470-14044-136,18346122,YLTJ,AIC,0.25,Primary,Public,Registered,Mixed,Day,Regular,53,36,89,2,6,0,0,0,0,8,0,8,"CSO,SCQASO,H/T",0,8,0,0,0,2,0,2,0,261,,0727790136
76,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,UVUU,Public,-1.551359,37.497309,,1470-14044-101,18346121,2NNW,AIC,1,Primary,Public,Registered,Mixed,Day,Regular,56,60,116,1,8,0,0,0,0,9,0,9,CSO,1,8,0,0,0,2,0,2,0,243.78,,0713226859
77,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,TULYA,Public,-1.556059,37.511833,,1470-14044-096,18346117,2J4N,AIC,2 Ha,Primary,Public,Registered,Mixed,Day,Regular,131,103,234,1,8,0,0,0,0,9,0,9,CSO,0,8,0,0,0,3,0,4,0,287.13,,0729326018
78,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,SYUNGUNI,Public,-1.604272,37.498075,,1470-14044-090,18346114,ZSRG,AIC,0.44 Ha,Primary,Public,Registered,Mixed,Day,Integrated school,129,104,233,5,3,0,0,0,0,8,0,8,"CSO,DQASO",0,8,0,0,0,8,0,8,0,192.1,,0726365505
79,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,NGILUNI,Public,-1.572996,37.507702,,1470-14044-142,18346123,3MZU,AIC,0.8,Primary,Public,Registered,Mixed,Day,Regular,71,84,155,4,5,0,0,1,0,9,1,10,"CSO,TSC,CBC",2,8,0,0,0,4,0,2,0,278.21,,0727305540
80,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,MUUNYINI,Public,-1.58305,37.499347,,1470-14044-091,18346115,XGAB,AIC,0.24Ha,Primary,Public,Registered,Mixed,Day,Regular,128,97,225,5,3,0,0,1,1,8,2,10,"CSO,SCDE,TSC  ",1,8,0,0,0,6,0,6,0,262.12,,0711739272
81,Makueni,Mbooni East,Kiteta,Mbooni,Kiteta/Kisau,NDITHINI ,Public,-1.538826,37.510124,,1470-14044-084,18346107,WL45,AIC,1.9,Primary,Public,Registered,Mixed,Day,Regular,93,69,162,3,5,0,0,0,0,8,0,8,"CSO,SCQASO,HT",0,8,0,0,0,4,0,4,0,211.75,,0729248131
85,Makueni,Mbooni East,Katangini,Mbooni,Kalawa,MUKELENZU,Public,-1.747105,37.721546,,14701-17-4879,18346237,PSVU,CEB,5.89 Ha,primary,Public,registered,Mixed,Day,Regular,75,93,168,4,3,0,0,0,1,7,1,8,CSO,1,6,2,0,0,5,0,6,0,236.13,,0720297940
86,Makueni,Mbooni East,Katangini,Mbooni,Kalawa,MILILUNI,Public,-1.744291,37.724026,,14701-17-4558,18346234,EZMV,ACK,4,Primary,Public,Registered,Mixed,Day,Regular,63,64,127,4,4,0,0,0,2,8,2,10,CSO,2,8,0,0,0,5,0,6,0,294.8,,0710990491
87,Makueni,Mbooni East,Katangini,Mbooni,Kalawa,KATHONGO,Public,-1.758436,37.769732,,14701-17-4535,18346225,QLFA,CATHOLIC,17.5,Primary,Public,Registered,Mixed,Day,Regular,73,60,133,7,1,0,0,6,7,8,13,21,CSO,1,8,0,0,0,6,0,6,0,243.59,,0796426725
88,Makueni,Mbooni East,Katangini,Mbooni,Kalawa,MUAANI,Public,-1.688719,37.802819,,14701-17-4553,18346228,9ZSW,CEB,2.2,Primary,Public,Registered,Mixed,Day,Regular,76,56,132,4,3,0,0,0,0,7,0,7,CSO,1,8,0,0,0,2,0,2,0,222.13,,0710589665
89,Makueni,Mbooni East,Katangini,Mbooni,Kalawa,KINYAU,Public,-1.696258,37.678535,,N/A,18346220,ZPHL,CATHOLIC,2.6,Primary,Public,Registered,Mixed,Day,Regular,84,83,167,4,3,0,0,2,1,7,3,10,"CSO,H/T",1,8,0,0,0,2,0,5,0,230.7,,0713388508
90,Makueni,Mbooni East,Katangini,Mbooni,Kalawa,KAKULI,Public,-1.710774,37.752929,,N/A,18346231,QJ5V,ABC,1.2,Primary,Public,Registered,Mixed,Day,Regular,82,67,149,4,3,0,0,0,0,7,0,7,CSO,1,8,0,0,0,6,0,6,0,270.94,,0715553092
91,Makueni,Mbooni East,Katangini,Mbooni,Kalawa,KAMUTONYE,Public,-1.734649,37.814305,,14701-17-6557,18346236,EBTC,ACK,1.4,Primary,Public,Registered,Mixed,Day,Regular,90,106,196,4,5,0,0,0,1,9,1,10,"CSO,MOEST,TSC",1,8,0,0,0,5,0,8,0,205.55,,0718004645
92,Makueni,Mbooni East,Katangini,Mbooni,Kalawa,UNYEEO,Public,-1.774928,37.81681,,14701-17-4555,18346227,A9CT,CEB,6 Ha,Primary,Public,Registered,Mixed,Day,Regular,8,16,24,4,3,0,0,0,0,7,0,7,CSO,1,8,0,0,0,2,0,4,0,261.27,,0728121419
